Entry	Entry name
O34443	APT_BACSU
P94523	ARAA_BACSU
P94524	ARAB_BACSU
P94525	ARAD_BACSU
P96710	ARAE_BACSU
P94526	ARAL_BACSU
P94528	ARAN_BACSU
P94529	ARAP_BACSU
P94530	ARAQ_BACSU
P96711	ARAR_BACSU
O32204	ARCD_BACSU
P46910	ARFM_BACSU
P68729	ARGB_BACSU
P23715	ARGC_BACSU
P36839	ARGD_BACSU
P39138	ARGI_BACSU
P36843	ARGJ_BACSU
P17893	ARGR_BACSU
O34858	ARLY_BACSU
P20691	AROA_BACSU
P31102	AROB_BACSU
P31104	AROC_BACSU
P35146	AROD_BACSU
P54374	AROE_BACSU
P39912	AROG_BACSU
P19080	AROH_BACSU
P37944	AROK_BACSU
P54517	AROQ_BACSU
P45946	ARSB_BACSU
P45947	ARSC_BACSU
P45949	ARSR_BACSU
P54537	ARTM_BACSU
P54535	ARTP_BACSU
P54536	ARTQ_BACSU
P96677	ASER_BACSU
P54420	ASNB_BACSU
P42113	ASNH_BACSU
O05272	ASNO_BACSU
P26899	ASPA_BACSU
P26900	ASPG1_BACSU
O34482	ASPG2_BACSU
O07002	ASPP_BACSU
O34347	ASSY_BACSU
O34431	ATCL_BACSU
P37813	ATP6_BACSU
P37808	ATPA_BACSU
P37809	ATPB_BACSU
P37811	ATPD_BACSU
P37812	ATPE_BACSU
P37814	ATPF_BACSU
P37810	ATPG_BACSU
P37815	ATPL_BACSU
P37816	ATPZ_BACSU
P37500	ATSE_BACSU
O07920	AZLB_BACSU
O07942	AZLC_BACSU
O07923	AZLD_BACSU
O35022	AZOR1_BACSU
O32224	AZOR2_BACSU
O07529	AZR_BACSU
P39638	BACA_BACSU
P39639	BACB_BACSU
P39640	BACC_BACSU
P39641	BACD_BACSU
P39642	BACE_BACSU
P39643	BACF_BACSU
P39644	BACG_BACSU
O31762	BBEX_BACSU
O06988	BBMA_BACSU
P49786	BCCP_BACSU
O34697	BCEA_BACSU
O34741	BCEB_BACSU
O34951	BCER_BACSU
O35044	BCES_BACSU
Q796Y8	BCP_BACSU
P94571	BCRC_BACSU
P54157	BCSA_BACSU
P68569	BDBA_BACSU
P68571	BDBB_BACSU
O32217	BDBC_BACSU
O32218	BDBD_BACSU
O34788	BDHA_BACSU
O32102	BESA_BACSU
P71016	BETB_BACSU
O31529	BGAL1_BACSU
O07012	BGAL2_BACSU
P42973	BGLA_BACSU
P42403	BGLC_BACSU
P40740	BGLH_BACSU
O31983	BHLA_BACSU
O31984	BHLB_BACSU
P53557	BIOB_BACSU
P53558	BIOD_BACSU
O31777	BIOF1_BACSU
P53556	BIOF2_BACSU
P53554	BIOI_BACSU
P53555	BIOK_BACSU
P53559	BIOW_BACSU
O32104	BIOYB_BACSU
O07620	BIOY_BACSU
P0CI75	BIRA_BACSU
P39824	BLAC_BACSU
C0H419	BLAP_BACSU
P39909	BLTD_BACSU
P39842	BLTR_BACSU
O31982	BLYA_BACSU
P33449	BMR1_BACSU
P39843	BMR2_BACSU
P96712	BMR3_BACSU
O06967	BMRA_BACSU
P39075	BMRR_BACSU
P39074	BMRU_BACSU
P24282	BOFA_BACSU
O05391	BOFC_BACSU
O34545	BRAB_BACSU
P94499	BRNQ_BACSU
P52035	BSAA_BACSU
P25152	BSAP_BACSU
P94403	BSDA_BACSU
C0H3U9	BSDD_BACSU
P42982	BSHA_BACSU
P42981	BSHB1_BACSU
O31857	BSHB2_BACSU
P55342	BSHC_BACSU
O32150	BSN2_BACSU
P40408	BTR_BACSU
P54532	BUK_BACSU
O32099	BZRD_BACSU
P24469	C550_BACSU
O32219	CADA_BACSU
P54721	CADE_BACSU
P94388	CAH_BACSU
P96738	CAPA_BACSU
P96736	CAPB_BACSU
P96737	CAPC_BACSU
P25993	CARA_BACSU
P25994	CARB_BACSU
P36838	CARX_BACSU
P18185	CARY_BACSU
P26901	CATA_BACSU
P54720	CATD_BACSU
P42234	CATE_BACSU
P94377	CATX_BACSU
Q08432	CBL_BACSU
P50848	CBP1_BACSU
P42977	CCA_BACSU
P45706	CCDA_BACSU
P45709	CCDB_BACSU
P45710	CCDC_BACSU
P25144	CCPA_BACSU
P37517	CCPB_BACSU
O34994	CCPN_BACSU
Q45589	CDAA_BACSU
O34659	CDAR_BACSU
O31854	CDAS_BACSU
P19079	CDD_BACSU
O34351	CDLS_BACSU
O32085	CDOA_BACSU
O31752	CDSA_BACSU
P42089	CGEA_BACSU
P42090	CGEB_BACSU
P42091	CGEC_BACSU
P42092	CGED_BACSU
P42093	CGEE_BACSU
O32253	CGGR_BACSU
P28599	CH10_BACSU
P28598	CH60_BACSU
O34840	CHAA_BACSU
P29072	CHEA_BACSU
Q05522	CHEB_BACSU
P40403	CHEC_BACSU
P40404	CHED_BACSU
P31105	CHER_BACSU
P37599	CHEV_BACSU
P39802	CHEW_BACSU
P24072	CHEY_BACSU
O07921	CHIS_BACSU
P39591	CIDA_BACSU
P94363	CIMH_BACSU
P46323	CINA_BACSU
P17867	CISA_BACSU
P39120	CISY2_BACSU
P39119	CISY_BACSU
P55069	CITM_BACSU
P42308	CITN_BACSU
P39127	CITR_BACSU
O34427	CITS_BACSU
O34534	CITT_BACSU
P37571	CLPC_BACSU
O31673	CLPE_BACSU
P80244	CLPP_BACSU
P39070	CLPQ_BACSU
P50866	CLPX_BACSU
P39778	CLPY_BACSU
P45860	CLS1_BACSU
P71040	CLSA_BACSU
P45865	CLSB_BACSU
P14204	CMPA_BACSU
P54556	COAA_BACSU
O35033	COABC_BACSU
O34797	COAD_BACSU
O34932	COAE_BACSU
P37564	COAX_BACSU
P39779	CODY_BACSU
O31604	COIA_BACSU
P14205	COMA2_BACSU
O06738	COMB_BACSU
P39694	COMEA_BACSU
P32393	COMEB_BACSU
P39695	COMEC_BACSU
P39696	COMER_BACSU
P39145	COMFA_BACSU
P39146	COMFB_BACSU
P39147	COMFC_BACSU
P25953	COMGA_BACSU
P25954	COMGB_BACSU
P25955	COMGC_BACSU
P25956	COMGD_BACSU
P25957	COMGE_BACSU
P25958	COMGF_BACSU
P25959	COMGG_BACSU
P40396	COMK_BACSU
O32049	COMN_BACSU
Q99027	COMP_BACSU
P33690	COMQ_BACSU
P80355	COMS_BACSU
P45453	COMX_BACSU
O32437	COMZ_BACSU
O32220	COPA_BACSU
O32221	COPZ_BACSU
P40948	CORA_BACSU
P07788	COTA_BACSU
P07789	COTB_BACSU
P07790	COTC_BACSU
P07791	COTD_BACSU
P14016	COTE_BACSU
P23261	COTF_BACSU
P39801	COTG_BACSU
Q45535	COTH_BACSU
O34656	COTI_BACSU
Q45536	COTJA_BACSU
Q45537	COTJB_BACSU
Q45538	COTJC_BACSU
Q45058	COTM_BACSU
P54507	COTN_BACSU
O31622	COTO_BACSU
P96698	COTP_BACSU
O06996	COTR_BACSU
P46915	COTSA_BACSU
P46914	COTS_BACSU
P11863	COTT_BACSU
Q08309	COTV_BACSU
Q08310	COTW_BACSU
Q08313	COTX_BACSU
Q08311	COTY_BACSU
Q08312	COTZ_BACSU
P24010	COX1_BACSU
P24011	COX2_BACSU
P24012	COX3_BACSU
P24013	COX4_BACSU
P94446	COXA_BACSU
O31652	COXX1_BACSU
P24009	COXX2_BACSU
O08469	CPXY_BACSU
O07590	CRCB1_BACSU
O07591	CRCB2_BACSU
O06976	CRH_BACSU
P37584	CSAA_BACSU
P37953	CSBA_BACSU
Q45539	CSBB_BACSU
P46333	CSBC_BACSU
P70964	CSBD_BACSU
O05390	CSBX_BACSU
O31700	CSE15_BACSU
P94496	CSE60_BACSU
P54379	CSGA_BACSU
P96614	CSHA_BACSU
P54475	CSHB_BACSU
P94497	CSK22_BACSU
O32222	CSOR_BACSU
P32081	CSPB_BACSU
P39158	CSPC_BACSU
P51777	CSPD_BACSU
P33911	CSRA_BACSU
O32192	CSSR_BACSU
O32193	CSSS_BACSU
P94532	CSTA_BACSU
P12946	CTAA_BACSU
O34329	CTAG_BACSU
P14194	CTC_BACSU
O34666	CTPA_BACSU
O35002	CTPB_BACSU
P37568	CTSR_BACSU
O07586	CUER_BACSU
Q02113	CWBA_BACSU
P24808	CWLA_BACSU
Q06320	CWLC_BACSU
P50864	CWLD_BACSU
P54450	CWLH_BACSU
P42249	CWLJ_BACSU
O34360	CWLK_BACSU
P40767	CWLO_BACSU
O31852	CWLS_BACSU
O34594	CY551_BACSU
O07009	CYCB_BACSU
P94364	CYDA_BACSU
P94365	CYDB_BACSU
P94366	CYDC_BACSU
P94367	CYDD_BACSU
O34527	CYMR_BACSU
O08336	CYPB_BACSU
O31440	CYPC_BACSU
O08394	CYPD_BACSU
O34926	CYPX_BACSU
O34577	CYSC1_BACSU
O06735	CYSC2_BACSU
Q06750	CYSE_BACSU
P94498	CYSH1_BACSU
O06737	CYSH2_BACSU
O32213	CYSI_BACSU
O32214	CYSJ_BACSU
P37887	CYSK_BACSU
P39647	CYSL_BACSU
O34476	CYSM_BACSU
O07084	CZCD_BACSU
O07085	CZCO_BACSU
P71025	CZCR_BACSU
O31844	CZRA_BACSU
O07597	DAAA_BACSU
P08750	DACA_BACSU
P35150	DACB_BACSU
P39844	DACC_BACSU
P38422	DACF_BACSU
O31502	DAGK_BACSU
Q04796	DAPA_BACSU
P42976	DAPB_BACSU
O34916	DAPEL_BACSU
O32114	DAPF_BACSU
O34981	DAPH_BACSU
P08821	DBH1_BACSU
P68573	DBH2_BACSU
P42305	DBPA_BACSU
P23630	DCDA_BACSU
P37529	DCK_BACSU
P96603	DCTA_BACSU
P96600	DCTB_BACSU
P96602	DCTR_BACSU
P96601	DCTS_BACSU
P32395	DCUP_BACSU
P96612	DDL_BACSU
P94462	DEF1_BACSU
Q45495	DEF2_BACSU
P37947	DEGA_BACSU
Q99039	DEGQ_BACSU
P68731	DEGR_BACSU
P13799	DEGS_BACSU
P13800	DEGU_BACSU
P32436	DEGV_BACSU
P46353	DEOB_BACSU
P39121	DEOC_BACSU
O34925	DEOD_BACSU
P39140	DEOR_BACSU
P50743	DER_BACSU
O34757	DESK_BACSU
O34723	DESR_BACSU
O34653	DES_BACSU
P37530	DGK_BACSU
Q04797	DHAS_BACSU
Q08352	DHA_BACSU
P39071	DHBA_BACSU
P45743	DHBB_BACSU
P45744	DHBC_BACSU
P40871	DHBE_BACSU
P45745	DHBF_BACSU
P39633	DHE2_BACSU
P80869	DHG2_BACSU
P12310	DHG_BACSU
P54531	DHLE_BACSU
P42974	DHNA_BACSU
P19582	DHOM_BACSU
P28822	DHPS_BACSU
P08064	DHSC_BACSU
Q06004	DHSO_BACSU
Q02886	DINB_BACSU
P54394	DING_BACSU
P37573	DISA_BACSU
P71021	DIV4A_BACSU
P16655	DIVIB_BACSU
P37471	DIVIC_BACSU
P21880	DLDH1_BACSU
P54533	DLDH2_BACSU
O34324	DLDH3_BACSU
P39581	DLTA_BACSU
P39580	DLTB_BACSU
P39579	DLTC_BACSU
P39578	DLTD_BACSU
P39577	DLTE_BACSU
P96578	DLYKI_BACSU
P05648	DNAA_BACSU
P07908	DNAB_BACSU
P37469	DNAC_BACSU
P39787	DNAD_BACSU
P05096	DNAG_BACSU
P06567	DNAI_BACSU
P17631	DNAJ_BACSU
P17820	DNAK_BACSU
O31498	DNLJ_BACSU
Q04809	DPAA_BACSU
Q04810	DPAB_BACSU
O34996	DPO1_BACSU
O34623	DPO3A_BACSU
P05649	DPO3B_BACSU
P09122	DPO3X_BACSU
P13267	DPO3_BACSU
P54545	DPO41_BACSU
P54560	DPO42_BACSU
P26902	DPPA_BACSU
P26903	DPPB_BACSU
P26904	DPPC_BACSU
P26905	DPPD_BACSU
P26906	DPPE_BACSU
O32042	DTD_BACSU
P37567	DUS1_BACSU
O31546	DUS2_BACSU
O31753	DXR_BACSU
P54523	DXS_BACSU
P11045	DYR_BACSU
P94522	EABN1_BACSU
P42293	EABN2_BACSU
P06630	EAG_BACSU
P0CW80	EBRA_BACSU
P0CW82	EBRB_BACSU
P40735	ECFA1_BACSU
P70970	ECFA2_BACSU
P70972	ECFT_BACSU
P55339	ECSA_BACSU
P55340	ECSB_BACSU
P55341	ECSC_BACSU
P39596	EFEM_BACSU
P39597	EFEN_BACSU
P39595	EFEU_BACSU
P80868	EFG_BACSU
P49778	EFP_BACSU
P80700	EFTS_BACSU
P33166	EFTU_BACSU
P39788	END3_BACSU
P54476	END4_BACSU
P96621	ENDAI_BACSU
P96622	ENDOA_BACSU
P38424	ENGB_BACSU
P37869	ENO_BACSU
P71052	EPSC_BACSU
P71053	EPSD_BACSU
P71054	EPSE_BACSU
P71055	EPSF_BACSU
P71056	EPSG_BACSU
P71057	EPSH_BACSU
P71058	EPSI_BACSU
P71059	EPSJ_BACSU
P71060	EPSK_BACSU
P71062	EPSL_BACSU
P71063	EPSM_BACSU
Q795J3	EPSN_BACSU
P71065	EPSO_BACSU
P42182	ERA_BACSU
P37957	ESTA_BACSU
Q79F14	ESTB_BACSU
O32232	EST_BACSU
P94551	ETFA_BACSU
P94550	ETFB_BACSU
P54161	EX53_BACSU
P54521	EX7L_BACSU
P54522	EX7S_BACSU
P37454	EXOA_BACSU
P39115	EXPZ_BACSU
Q9JMQ1	EXUR_BACSU
O34456	EXUT_BACSU
O34894	EZRA_BACSU
Q45597	F16PC_BACSU
P71019	FABD_BACSU
O34340	FABF_BACSU
P51831	FABG_BACSU
O34746	FABH1_BACSU
O07600	FABH2_BACSU
P54616	FABI_BACSU
P71079	FABL_BACSU
P94584	FABZ_BACSU
O32177	FADA_BACSU
P94549	FADB_BACSU
O32176	FADE_BACSU
P45866	FADF_BACSU
O34320	FADG_BACSU
O34717	FADH_BACSU
O32178	FADN_BACSU
P94548	FADR_BACSU
O31724	FAPD_BACSU
O34835	FAPR_BACSU
O08335	FATR_BACSU
P39756	FDHD_BACSU
Q795Y4	FDHL_BACSU
O31475	FENR1_BACSU
O05268	FENR2_BACSU
P50727	FER_BACSU
P40409	FEUA_BACSU
P40410	FEUB_BACSU
P40411	FEUC_BACSU
P49936	FHUB_BACSU
P49938	FHUC_BACSU
P37580	FHUD_BACSU
P49937	FHUG_BACSU
P37553	FIN_BACSU
O34737	FLAV_BACSU
O34589	FLAW_BACSU
P02968	FLA_BACSU
P24500	FLGB_BACSU
P24501	FLGC_BACSU
P23446	FLGG_BACSU
P39810	FLGK_BACSU
P96501	FLGL_BACSU
P39809	FLGM_BACSU
P35620	FLHA_BACSU
P35538	FLHB_BACSU
Q01960	FLHF_BACSU
P39752	FLHO_BACSU
P39753	FLHP_BACSU
P39738	FLID_BACSU
P24502	FLIE_BACSU
P23447	FLIF_BACSU
P23448	FLIG_BACSU
P23449	FLIH_BACSU
P23445	FLII_BACSU
P20487	FLIJ_BACSU
P23451	FLIK_BACSU
P23452	FLIL_BACSU
P23453	FLIM_BACSU
P35528	FLIP_BACSU
P35535	FLIQ_BACSU
P35537	FLIR_BACSU
P39739	FLIS_BACSU
P39740	FLIT_BACSU
P96503	FLIW_BACSU
P24073	FLIY_BACSU
P35536	FLIZ_BACSU
P50726	FMNP_BACSU
P94463	FMT_BACSU
P46908	FNR_BACSU
P28823	FOLB_BACSU
Q05865	FOLC_BACSU
P54382	FOLD_BACSU
O31817	FOSB_BACSU
O34403	FPG_BACSU
Q797E6	FRA_BACSU
O32157	FRLB_BACSU
O32153	FRLD_BACSU
O31713	FRUR_BACSU
P28264	FTSA_BACSU
O34814	FTSE_BACSU
P37476	FTSH_BACSU
Q07867	FTSL_BACSU
O07639	FTSW_BACSU
O34876	FTSX_BACSU
P51835	FTSY_BACSU
P17865	FTSZ_BACSU
P07343	FUMC_BACSU
P54574	FUR_BACSU
P80872	G16O_BACSU
P80875	G16U_BACSU
P80241	G17M_BACSU
P94527	G1PDH_BACSU
P80879	G20U_BACSU
P09124	G3P1_BACSU
O34425	G3P2_BACSU
P54547	G6PD_BACSU
P80860	G6PI_BACSU
P94428	GABD_BACSU
P46349	GABP_BACSU
P94426	GABR_BACSU
P94427	GABT_BACSU
P39574	GAL1_BACSU
P55180	GALE_BACSU
P39840	GALM_BACSU
P39575	GALT_BACSU
O31458	GAMA_BACSU
O07013	GANA_BACSU
O32261	GANP_BACSU
O07011	GANQ_BACSU
O07008	GANR_BACSU
P42240	GARD_BACSU
O06491	GATA_BACSU
O30509	GATB_BACSU
O06492	GATC_BACSU
P71017	GBSB_BACSU
P71015	GBSR_BACSU
P54472	GCH1L_BACSU
P19465	GCH1_BACSU
P94398	GCH4_BACSU
O32174	GCSH_BACSU
P54376	GCSPA_BACSU
P54377	GCSPB_BACSU
P54378	GCST_BACSU
P37484	GDPP_BACSU
P07868	GERAA_BACSU
P07869	GERAB_BACSU
P07870	GERAC_BACSU
P39569	GERBA_BACSU
P39570	GERBB_BACSU
P39571	GERBC_BACSU
P16450	GERD_BACSU
P11470	GERE_BACSU
P49939	GERKA_BACSU
P49940	GERKB_BACSU
P49941	GERKC_BACSU
P39072	GERM_BACSU
O06721	GERPA_BACSU
O06720	GERPB_BACSU
O06719	GERPC_BACSU
O06718	GERPD_BACSU
O06717	GERPE_BACSU
O06716	GERPF_BACSU
P39620	GERQ_BACSU
Q7WY67	GERT_BACSU
P46917	GGAA_BACSU
P46918	GGAB_BACSU
P54422	GGT_BACSU
P37534	GIN_BACSU
P94535	GLCD_BACSU
P94534	GLCF_BACSU
O07563	GLCP_BACSU
P94591	GLCR_BACSU
O31691	GLCT_BACSU
P40420	GLCU_BACSU
P39125	GLGA_BACSU
P39118	GLGB_BACSU
P39122	GLGC_BACSU
P39124	GLGD_BACSU
P54495	GLK_BACSU
O34824	GLMM_BACSU
P0CI73	GLMS_BACSU
P14192	GLMU_BACSU
P12425	GLN1A_BACSU
O34563	GLNH_BACSU
P40758	GLNK_BACSU
P40759	GLNL_BACSU
O34671	GLNM_BACSU
O34606	GLNP_BACSU
O34677	GLNQ_BACSU
P37582	GLNR_BACSU
O31464	GLNT_BACSU
O31616	GLYOX_BACSU
P18158	GLPD_BACSU
P18156	GLPF_BACSU
P18157	GLPK_BACSU
P30300	GLPP_BACSU
P37965	GLPQ_BACSU
P37948	GLPT_BACSU
Q03224	GLPX_BACSU
O31465	GLSA1_BACSU
O07637	GLSA2_BACSU
P39812	GLTA_BACSU
O34399	GLTB_BACSU
P20668	GLTC_BACSU
P39817	GLTP_BACSU
P94501	GLTR_BACSU
O07605	GLTT_BACSU
P54493	GLUP_BACSU
P54716	GLVA_BACSU
P54717	GLVR_BACSU
P42100	GLXK_BACSU
P39148	GLYA_BACSU
O05508	GMUD_BACSU
O05509	GMUR_BACSU
O06974	GNGF_BACSU
P12011	GNTK_BACSU
P12012	GNTP_BACSU
P10585	GNTR_BACSU
P46919	GPDA_BACSU
P39773	GPMI_BACSU
P22322	GPR_BACSU
P0CI74	GPSB_BACSU
P80240	GREA_BACSU
P15874	GRPE_BACSU
O32210	GR_BACSU
P80870	GS13_BACSU
P80871	GS14_BACSU
P80876	GS18_BACSU
P80238	GS26_BACSU
P42101	GS30_BACSU
P80873	GS39_BACSU
P80874	GS69_BACSU
P71084	GSAB_BACSU
P30949	GSA_BACSU
P26907	GSIB_BACSU
P25148	GSPA_BACSU
Q05852	GTAB_BACSU
P29727	GUAA_BACSU
O05269	GUAC_BACSU
O34598	GUAD_BACSU
P04957	GUB_BACSU
P50735	GUDB_BACSU
P42238	GUDD_BACSU
P42237	GUDP_BACSU
P10475	GUN2_BACSU
O34368	GUTA_BACSU
P39143	GUTR_BACSU
P05653	GYRA_BACSU
P05652	GYRB_BACSU
P45856	HBD_BACSU
O32215	HELD_BACSU
P16618	HEM1_BACSU
P30950	HEM2_BACSU
P16616	HEM3_BACSU
P21248	HEM4_BACSU
O07621	HEMAT_BACSU
P32396	HEMH_BACSU
P16645	HEMX_BACSU
Q796V8	HEMZ_BACSU
P31112	HEPS1_BACSU
P31114	HEPS2_BACSU
P94478	HFLX_BACSU
O31796	HFQ_BACSU
O34520	HIS1_BACSU
O34912	HIS2_BACSU
O35006	HIS4_BACSU
O34565	HIS5_BACSU
O34727	HIS6_BACSU
O34683	HIS7_BACSU
P17731	HIS8_BACSU
O34411	HIS9_BACSU
O34651	HISX_BACSU
O34459	HISZ_BACSU
O07513	HIT_BACSU
O32142	HIUH_BACSU
P54175	HLY3_BACSU
O34873	HMGCL_BACSU
O31534	HMOA_BACSU
P38049	HMOB_BACSU
P49852	HMP_BACSU
O31463	HMT_BACSU
P37540	HOLB_BACSU
P28368	HPF_BACSU
P29252	HPPK_BACSU
O34483	HPRK_BACSU
P37472	HPRT_BACSU
P11065	HPR_BACSU
P42405	HPS_BACSU
P25499	HRCA_BACSU
P37565	HSLO_BACSU
P46208	HTPG_BACSU
O31657	HTPX_BACSU
O34358	HTRA_BACSU
Q9R9I1	HTRB_BACSU
P42068	HUTG_BACSU
P10944	HUTH_BACSU
P42084	HUTI_BACSU
P42087	HUTM_BACSU
P10943	HUTP_BACSU
P25503	HUTU_BACSU
P42406	HXLR_BACSU
P94531	IABF1_BACSU
P94552	IABF2_BACSU
P39126	IDH_BACSU
P50740	IDI2_BACSU
P20458	IF1_BACSU
P17889	IF2_BACSU
P55872	IF3_BACSU
P37946	ILVA_BACSU
P37251	ILVB_BACSU
P37253	ILVC_BACSU
P51785	ILVD_BACSU
O31461	ILVE1_BACSU
P39576	ILVE2_BACSU
P37252	ILVH_BACSU
Q04789	ILVX_BACSU
P21879	IMDH_BACSU
P96630	IMMA_BACSU
P96631	IMMR_BACSU
P96629	INT_BACSU
P54457	IOJAP_BACSU
P42412	IOLA_BACSU
P42413	IOLB_BACSU
P42414	IOLC_BACSU
P42415	IOLD_BACSU
P42416	IOLE_BACSU
P42417	IOLF_BACSU
P26935	IOLG_BACSU
P42418	IOLH_BACSU
P42419	IOLI_BACSU
P42420	IOLJ_BACSU
P46337	IOLR_BACSU
P46336	IOLS_BACSU
O34718	IOLT_BACSU
O32223	IOLW_BACSU
P40332	IOLX_BACSU
P39804	IPI_BACSU
O34599	ISCS1_BACSU
O34874	ISCS2_BACSU
P11018	ISP1_BACSU
P54383	ISPA_BACSU
Q06755	ISPD_BACSU
P37550	ISPE_BACSU
Q06756	ISPF_BACSU
P54482	ISPG_BACSU
P54473	ISPH_BACSU
O31751	ISPT_BACSU
Q01620	JAG_BACSU
O31714	K1PF_BACSU
P16304	KAD_BACSU
O34676	KAMA_BACSU
Q08429	KAPB_BACSU
O05231	KAPD_BACSU
P16449	KBAA_BACSU
P38493	KCY_BACSU
P42235	KDGD_BACSU
P50845	KDGK_BACSU
P50844	KDGR_BACSU
P50847	KDGT_BACSU
P50842	KDUD_BACSU
P50843	KDUI_BACSU
O34328	KGUA_BACSU
P04948	KHSE_BACSU
O07535	KHTT_BACSU
P16497	KINA_BACSU
Q08430	KINB_BACSU
P39764	KINC_BACSU
O31671	KIND_BACSU
O31661	KINE_BACSU
Q7WY77	KIPA_BACSU
P60495	KIPI_BACSU
P42968	KIPR_BACSU
Q03221	KITH_BACSU
P14193	KPRS_BACSU
P80885	KPYK_BACSU
P37537	KTHY_BACSU
O32080	KTRA_BACSU
O32081	KTRB_BACSU
P39760	KTRC_BACSU
O31658	KTRD_BACSU
O34859	KU_BACSU
P94547	LCFA_BACSU
O07610	LCFB_BACSU
P55910	LCTP_BACSU
O34851	LDC_BACSU
P13714	LDH_BACSU
P15378	LEP4_BACSU
P37949	LEPA_BACSU
P28628	LEPS_BACSU
P71013	LEPT_BACSU
P42959	LEPU_BACSU
O07560	LEPV_BACSU
P54506	LEPW_BACSU
P94565	LEU1_BACSU
P05645	LEU3_BACSU
P80858	LEUC_BACSU
P94568	LEUD_BACSU
O07003	LEVB_BACSU
P23914	LEVR_BACSU
P31080	LEXA_BACSU
O34752	LGT_BACSU
O32199	LIAF_BACSU
O32200	LIAG_BACSU
O32201	LIAH_BACSU
O32202	LIAI_BACSU
O32197	LIAR_BACSU
O32198	LIAS_BACSU
P46320	LICH_BACSU
P46321	LICR_BACSU
P39805	LICT_BACSU
O31917	LIGB_BACSU
O34398	LIGD_BACSU
O32129	LIPA_BACSU
P42969	LIPC_BACSU
P39648	LIPL_BACSU
P54511	LIPM_BACSU
P37966	LIPO_BACSU
O34619	LMRA_BACSU
O35018	LMRB_BACSU
P37945	LON1_BACSU
P42425	LON2_BACSU
P08497	LPA2_BACSU
P39128	LPLB_BACSU
P39129	LPLC_BACSU
P39130	LPLD_BACSU
O07608	LPLJ_BACSU
P23053	LPTR_BACSU
P94515	LRGA_BACSU
P94516	LRGB_BACSU
P96652	LRPA_BACSU
P96653	LRPB_BACSU
P96582	LRPC_BACSU
Q45479	LSPA_BACSU
Q797B3	LTAS1_BACSU
O34952	LTAS2_BACSU
O07020	LUTA_BACSU
O07021	LUTB_BACSU
O32259	LUTC_BACSU
P71067	LUTP_BACSU
O07007	LUTR_BACSU
O34667	LUXS_BACSU
Q02115	LYAT_BACSU
Q02112	LYTA_BACSU
Q02114	LYTC_BACSU
P39848	LYTD_BACSU
P54421	LYTE_BACSU
O07532	LYTF_BACSU
O32083	LYTG_BACSU
O32130	LYTH_BACSU
P94513	LYTS_BACSU
P94514	LYTT_BACSU
P37515	MAA_BACSU
O05256	MAEN_BACSU
Q02169	MAF_BACSU
O06992	MALA_BACSU
O05250	MALK_BACSU
O06993	MALPY_BACSU
